state,county,state_fips,zip,company,plan_name,plan_type,plan_id,link_to_plan_page
SC,Saluda,45,29166,UnitedHealthcare,UHC Medicare Advantage GS-0001 (Regional PPO),Regional PPO,R2604-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-001-0?fips=45081&plan_type=PLAN_TYPE_MAPD&zip=29166&year=2025&lang=en&page=5
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SC-MA01 (HMO-POS),Medicare Advantage (without drug coverage),H5322-043-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-043-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=1
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage Essentials from UHC SC-3 (PPO),Medicare Advantage with drug coverage,H2001-092-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-092-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=2
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0005 (HMO-POS),Medicare Advantage with drug coverage,H5322-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-040-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=2
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage Extras from UHC SC-8 (PPO),Medicare Advantage with drug coverage,H2001-113-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-113-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=2
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC SC-2 (PPO),Medicare Advantage with drug coverage,H2001-091-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-091-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=2
SC,Spartanburg,45,29301,UnitedHealthcare,UHC Medicare Advantage Patriot No Rx GS-MA01 (Regional PPO),Regional PPO,R2604-005-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-005-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=3
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0004 (PPO),Medicare Advantage with drug coverage,H2001-108-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-108-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=5
SC,Spartanburg,45,29301,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0006 (HMO-POS),Medicare Advantage with drug coverage,H5322-044-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-044-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=5
SC,Spartanburg,45,29301,UnitedHealthcare,UHC Medicare Advantage GS-0001 (Regional PPO),Regional PPO,R2604-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-001-0?fips=45083&plan_type=PLAN_TYPE_MAPD&zip=29301&year=2025&lang=en&page=5
SC,Sumter,45,29150,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SC-MA01 (HMO-POS),Medicare Advantage (without drug coverage),H5322-043-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-043-0?fips=45085&plan_type=PLAN_TYPE_MAPD&zip=29150&year=2025&lang=en&page=1
SC,Sumter,45,29150,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0005 (HMO-POS),Medicare Advantage with drug coverage,H5322-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-040-0?fips=45085&plan_type=PLAN_TYPE_MAPD&zip=29150&year=2025&lang=en&page=1
SC,Sumter,45,29150,UnitedHealthcare,UHC Medicare Advantage Patriot No Rx GS-MA01 (Regional PPO),Regional PPO,R2604-005-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-005-0?fips=45085&plan_type=PLAN_TYPE_MAPD&zip=29150&year=2025&lang=en&page=1
SC,Sumter,45,29150,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0006 (HMO-POS),Medicare Advantage with drug coverage,H5322-044-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-044-0?fips=45085&plan_type=PLAN_TYPE_MAPD&zip=29150&year=2025&lang=en&page=3
SC,Sumter,45,29150,UnitedHealthcare,UHC Medicare Advantage GS-0001 (Regional PPO),Regional PPO,R2604-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-001-0?fips=45085&plan_type=PLAN_TYPE_MAPD&zip=29150&year=2025&lang=en&page=4
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SC-MA01 (HMO-POS),Medicare Advantage (without drug coverage),H5322-043-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-043-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=1
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage Essentials from UHC SC-3 (PPO),Medicare Advantage with drug coverage,H2001-092-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-092-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=1
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0005 (HMO-POS),Medicare Advantage with drug coverage,H5322-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-040-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=1
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage Extras from UHC SC-8 (PPO),Medicare Advantage with drug coverage,H2001-113-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-113-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=2
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC SC-2 (PPO),Medicare Advantage with drug coverage,H2001-091-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-091-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=2
SC,Union,45,29321,UnitedHealthcare,UHC Medicare Advantage Patriot No Rx GS-MA01 (Regional PPO),Regional PPO,R2604-005-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-005-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=2
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0004 (PPO),Medicare Advantage with drug coverage,H2001-108-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-108-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=4
SC,Union,45,29321,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0006 (HMO-POS),Medicare Advantage with drug coverage,H5322-044-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-044-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=4
SC,Union,45,29321,UnitedHealthcare,UHC Medicare Advantage GS-0001 (Regional PPO),Regional PPO,R2604-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-001-0?fips=45087&plan_type=PLAN_TYPE_MAPD&zip=29321&year=2025&lang=en&page=4
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SC-MA01 (HMO-POS),Medicare Advantage (without drug coverage),H5322-043-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-043-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=1
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage Essentials from UHC SC-3 (PPO),Medicare Advantage with drug coverage,H2001-092-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-092-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=2
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0005 (HMO-POS),Medicare Advantage with drug coverage,H5322-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-040-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=2
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage Extras from UHC SC-8 (PPO),Medicare Advantage with drug coverage,H2001-113-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-113-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=2
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC SC-2 (PPO),Medicare Advantage with drug coverage,H2001-091-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-091-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=2
SC,York,45,29708,UnitedHealthcare,UHC Medicare Advantage Patriot No Rx GS-MA01 (Regional PPO),Regional PPO,R2604-005-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-005-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=2
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0004 (PPO),Medicare Advantage with drug coverage,H2001-108-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-108-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=5
SC,York,45,29708,UnitedHealthcare,AARP Medicare Advantage from UHC SC-0006 (HMO-POS),Medicare Advantage with drug coverage,H5322-044-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5322-044-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=5
SC,York,45,29708,UnitedHealthcare,UHC Medicare Advantage GS-0001 (Regional PPO),Regional PPO,R2604-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R2604-001-0?fips=45091&plan_type=PLAN_TYPE_MAPD&zip=29708&year=2025&lang=en&page=5
SD,Aurora,46,57368,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46003&plan_type=PLAN_TYPE_MAPD&zip=57368&year=2025&lang=en&page=1
SD,Aurora,46,57368,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46003&plan_type=PLAN_TYPE_MAPD&zip=57368&year=2025&lang=en&page=1
SD,Bon Homme,46,57062,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46009&plan_type=PLAN_TYPE_MAPD&zip=57062&year=2025&lang=en&page=1
SD,Bon Homme,46,57062,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46009&plan_type=PLAN_TYPE_MAPD&zip=57062&year=2025&lang=en&page=1
SD,Brown,46,57401,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46013&plan_type=PLAN_TYPE_MAPD&zip=57401&year=2025&lang=en&page=1
SD,Brown,46,57401,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46013&plan_type=PLAN_TYPE_MAPD&zip=57401&year=2025&lang=en&page=1
SD,Butte,46,57762,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46019&plan_type=PLAN_TYPE_MAPD&zip=57762&year=2025&lang=en&page=1
SD,Butte,46,57762,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46019&plan_type=PLAN_TYPE_MAPD&zip=57762&year=2025&lang=en&page=2
SD,Charles Mix,46,57356,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46023&plan_type=PLAN_TYPE_MAPD&zip=57356&year=2025&lang=en&page=1
SD,Charles Mix,46,57356,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46023&plan_type=PLAN_TYPE_MAPD&zip=57356&year=2025&lang=en&page=1
SD,Clark,46,57217,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46025&plan_type=PLAN_TYPE_MAPD&zip=57217&year=2025&lang=en&page=1
SD,Clark,46,57217,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46025&plan_type=PLAN_TYPE_MAPD&zip=57217&year=2025&lang=en&page=2
SD,Clay,46,57069,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46027&plan_type=PLAN_TYPE_MAPD&zip=57069&year=2025&lang=en&page=1
SD,Clay,46,57069,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46027&plan_type=PLAN_TYPE_MAPD&zip=57069&year=2025&lang=en&page=2
SD,Corson,46,57621,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46031&plan_type=PLAN_TYPE_MAPD&zip=57621&year=2025&lang=en&page=1
SD,Corson,46,57621,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46031&plan_type=PLAN_TYPE_MAPD&zip=57621&year=2025&lang=en&page=1
SD,Custer,46,57773,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46033&plan_type=PLAN_TYPE_MAPD&zip=57773&year=2025&lang=en&page=1
SD,Custer,46,57773,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46033&plan_type=PLAN_TYPE_MAPD&zip=57773&year=2025&lang=en&page=2
SD,Day,46,57219,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46037&plan_type=PLAN_TYPE_MAPD&zip=57219&year=2025&lang=en&page=1
SD,Day,46,57219,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46037&plan_type=PLAN_TYPE_MAPD&zip=57219&year=2025&lang=en&page=2
SD,Deuel,46,57218,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46039&plan_type=PLAN_TYPE_MAPD&zip=57218&year=2025&lang=en&page=1
SD,Deuel,46,57218,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46039&plan_type=PLAN_TYPE_MAPD&zip=57218&year=2025&lang=en&page=2
SD,Dewey,46,57630,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46041&plan_type=PLAN_TYPE_MAPD&zip=57630&year=2025&lang=en&page=1
SD,Dewey,46,57630,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46041&plan_type=PLAN_TYPE_MAPD&zip=57630&year=2025&lang=en&page=1
SD,Fall River,46,57763,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46047&plan_type=PLAN_TYPE_MAPD&zip=57763&year=2025&lang=en&page=1
SD,Fall River,46,57763,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46047&plan_type=PLAN_TYPE_MAPD&zip=57763&year=2025&lang=en&page=2
SD,Harding,46,57650,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46063&plan_type=PLAN_TYPE_MAPD&zip=57650&year=2025&lang=en&page=1
SD,Harding,46,57650,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46063&plan_type=PLAN_TYPE_MAPD&zip=57650&year=2025&lang=en&page=1
SD,Hutchinson,46,57052,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46067&plan_type=PLAN_TYPE_MAPD&zip=57052&year=2025&lang=en&page=1
SD,Hutchinson,46,57052,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46067&plan_type=PLAN_TYPE_MAPD&zip=57052&year=2025&lang=en&page=2
SD,Lincoln,46,57013,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46083&plan_type=PLAN_TYPE_MAPD&zip=57013&year=2025&lang=en&page=1
SD,Lincoln,46,57013,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46083&plan_type=PLAN_TYPE_MAPD&zip=57013&year=2025&lang=en&page=2
SD,McCook,46,57012,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46087&plan_type=PLAN_TYPE_MAPD&zip=57012&year=2025&lang=en&page=1
SD,McCook,46,57012,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46087&plan_type=PLAN_TYPE_MAPD&zip=57012&year=2025&lang=en&page=2
SD,Miner,46,57349,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46097&plan_type=PLAN_TYPE_MAPD&zip=57349&year=2025&lang=en&page=1
SD,Miner,46,57349,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46097&plan_type=PLAN_TYPE_MAPD&zip=57349&year=2025&lang=en&page=2
SD,Minnehaha,46,57003,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46099&plan_type=PLAN_TYPE_MAPD&zip=57003&year=2025&lang=en&page=1
SD,Minnehaha,46,57003,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46099&plan_type=PLAN_TYPE_MAPD&zip=57003&year=2025&lang=en&page=2
SD,Pennington,46,57703,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46103&plan_type=PLAN_TYPE_MAPD&zip=57703&year=2025&lang=en&page=1
SD,Pennington,46,57703,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46103&plan_type=PLAN_TYPE_MAPD&zip=57703&year=2025&lang=en&page=2
SD,Perkins,46,57620,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46105&plan_type=PLAN_TYPE_MAPD&zip=57620&year=2025&lang=en&page=1
SD,Perkins,46,57620,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46105&plan_type=PLAN_TYPE_MAPD&zip=57620&year=2025&lang=en&page=1
SD,Sanborn,46,57314,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46111&plan_type=PLAN_TYPE_MAPD&zip=57314&year=2025&lang=en&page=1
SD,Sanborn,46,57314,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46111&plan_type=PLAN_TYPE_MAPD&zip=57314&year=2025&lang=en&page=2
SD,Spink,46,57429,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46115&plan_type=PLAN_TYPE_MAPD&zip=57429&year=2025&lang=en&page=1
SD,Spink,46,57429,UnitedHealthcare,AARP Medicare Advantage from UHC SI-0001 (PPO),Medicare Advantage with drug coverage,H1278-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-007-0?fips=46115&plan_type=PLAN_TYPE_MAPD&zip=57429&year=2025&lang=en&page=1
SD,Walworth,46,57420,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx SI-MA01 (PPO),Medicare Advantage (without drug coverage),H1278-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-019-0?fips=46129&plan_type=PLAN_TYPE_MAPD&zip=57420&year=2025&lang=en&page=1
SD,Walworth,46,57420,UnitedHealthcare,AARP Medicare Advantage from UHC SD-0001 (PPO),Medicare Advantage with drug coverage,H1278-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1278-009-0?fips=46129&plan_type=PLAN_TYPE_MAPD&zip=57420&year=2025&lang=en&page=1
TN,Anderson,47,37716,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx TC-MA01 (HMO-POS),Medicare Advantage (without drug coverage),H5253-113-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-113-0?fips=47001&plan_type=PLAN_TYPE_MAPD&zip=37716&year=2025&lang=en&page=1
TN,Anderson,47,37716,UnitedHealthcare,AARP Medicare Advantage from UHC TC-0002 (HMO-POS),Medicare Advantage with drug coverage,H5253-047-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-047-0?fips=47001&plan_type=PLAN_TYPE_MAPD&zip=37716&year=2025&lang=en&page=1
TN,Anderson,47,37716,UnitedHealthcare,UHC Medicare Advantage TC-0001 (PPO),Medicare Advantage with drug coverage,H2001-104-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-104-0?fips=47001&plan_type=PLAN_TYPE_MAPD&zip=37716&year=2025&lang=en&page=1
TN,Anderson,47,37716,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC TC-4 (HMO-POS),Medicare Advantage with drug coverage,H5253-121-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-121-0?fips=47001&plan_type=PLAN_TYPE_MAPD&zip=37716&year=2025&lang=en&page=1
TN,Anderson,47,37716,UnitedHealthcare,AARP Medicare Advantage from UHC TC-0003 (HMO-POS),Medicare Advantage with drug coverage,H5253-048-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-048-0?fips=47001&plan_type=PLAN_TYPE_MAPD&zip=37716&year=2025&lang=en&page=3
TN,Anderson,47,37716,UnitedHealthcare,AARP Medicare Advantage Access from UHC TN-7 (PPO),Medicare Advantage with drug coverage,H2001-086-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-086-0?fips=47001&plan_type=PLAN_TYPE_MAPD&zip=37716&year=2025&lang=en&page=4
TN,Blount,47,37701,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx TC-MA01 (HMO-POS),Medicare Advantage (without drug coverage),H5253-113-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-113-0?fips=47009&plan_type=PLAN_TYPE_MAPD&zip=37701&year=2025&lang=en&page=1
TN,Blount,47,37701,UnitedHealthcare,AARP Medicare Advantage from UHC TC-0002 (HMO-POS),Medicare Advantage with drug coverage,H5253-047-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-047-0?fips=47009&plan_type=PLAN_TYPE_MAPD&zip=37701&year=2025&lang=en&page=1
TN,Blount,47,37701,UnitedHealthcare,UHC Medicare Advantage TC-0001 (PPO),Medicare Advantage with drug coverage,H2001-104-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2001-104-0?fips=47009&plan_type=PLAN_TYPE_MAPD&zip=37701&year=2025&lang=en&page=1
